title,company,salary,work,place,skills,decriptions
"[Hanoi] Senior SRE (DevOps Engineer, AWS)","MONEY FORWARD VIETNAM CO.,LTD",You'll love it,At office,Ha Noi,"DevOps, Cloud, AWS, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
Senior React Native Engineer,Collaboration Betters The World - B.O.T,You'll love it,Hybrid,Ho Chi Minh,"React Native, JavaScript, ",
Senior Automation QA Engineer,Collaboration Betters The World (CBTW),You'll love it,Hybrid,Ho Chi Minh,"QA QC, Automation Test, ","In-depth knowledge sharing sessions, Flexible in-office and remote work arrangements, ISO 27001 certified, "
"Senior Fullstack Developer (Java, Javascript)",SAP Vietnam,You'll love it,At office,Ho Chi Minh,"Java, English, JavaScript, ","Join a global, diverse, and collaborative company, Top benefits for health, finances, and life goals, Develop skills, access experts, learn on the job, "
Senior Backend Engineer (Java),AKILA,"2,000 - 3,500 USD",At office,Ha Noi,"Java, Spring, MySQL, ","We are a green team not a mean team, Attractive package, Flexible working time (Hybrid work can be applied), "
Senior Full Stack Developer - Reactjs & Golang,Oolio Vietnam,"2,500 - 3,000 USD",Hybrid,Ho Chi Minh,"React Native, Golang, NodeJS, ","Competitive Salary & Bonus package, Flat Structure & Feedback driven Culture, Collaboration with Off-shore teams, "
"Senior Automation Tester (Java, Selenium)",CODE88 COMPANY LIMITED,"1,400 - 2,000 USD",At office,Ho Chi Minh,"QA QC, English, ",
Product Director,Chotot,You'll love it,At office,Ho Chi Minh,"Product Manager, Agile, UI-UX, ","21 days of leave per year, Regional learning opportunities, Premium healthcare, "
Middle Java Developer,"TPIsoftware Co., Ltd",Regarding to experience,At office,Ho Chi Minh,"Java, English, ","Professional and international working environment, Golden career path, Attractive salary, "
[Đà Nẵng] Kỹ sư cầu nối - BrSE (tiếng Nhật),Pasona Tech Việt Nam,You'll love it,At office,Da Nang,"Japanese, Bridge Engineer, ","High promotion opportunities, Stable and professional working environment, Good company welfare, "
"Development Expert (Java, Spring Boot, Microservices)",SAP Vietnam,You'll love it,At office,Ho Chi Minh,"Java, Spring Boot, English, ","Join a global, diverse, and collaborative company, Top benefits for health, finances, and life goals, Develop skills, access experts, learn on the job, "
UI Designer,LG CNS Việt Nam,"700 - 1,200 USD",At office,Ha Noi,"UI-UX, Designer, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
Salesforce Marketing Cloud Developer,"CJ OLIVENETWORKS VINA CO., LTD",You'll love it,At office,Ho Chi Minh,"Salesforce, CSS, JavaScript, ",
"Chuyên viên, Chuyên viên Cao cấp Kiểm định Mô hình AI",MB Bank,You'll love it,At office,Ha Noi,"AI, Automation Test, Tester, ",
"Auditor (IT, Model, Data)",MB Bank,You'll love it,At office,Ha Noi,"Database, Data Analyst, Data Science, ",
Security Penetration Tester,Employment Hero,You'll love it,Remote,Ho Chi Minh,"Security, Tester, ","Remote-first working, Top-tier remuneration & premium healthcare package, Join one of the fastest-growing SaaS unicorns, "
"Technical Lead (Java, English, ID Platform)",RAKSUL Vietnam,"3,000 - 4,500 USD",At office,Ho Chi Minh,"Java, Golang, Ruby on Rails, ","Build high impact and high value products, Various types of projects available, Work with talented team members, "
Senior Backend Engineer (Ruby/Java/Python),RAKSUL Vietnam,"1,200 - 3,000 USD",At office,Ho Chi Minh,"Ruby, Java, NodeJS, ","Build high-impact products, Multi regional colleagues, WFH & Flexible working hours, "
IT Team Lead,"Niteco Vietnam Co., Ltd",You'll love it,At office,Ha Noi,"Team Leader, English, System Engineer, ",
Lead Data Engineer - Up to $3500,FPT Software,Up to $3500,At office,Ha Noi - Ho Chi Minh - Da Nang,"Database, Team Leader, SQL, ",
"Senior Cloud Engineer (AWS, Kubernetes, English)",SMG Swiss Marketplace Group,"3,000 - 4,000 USD",Hybrid,Ho Chi Minh,"AWS, DevOps, English, ",
Loyalty Platform Development Director (Manager) - 1M455,MSB,Very attractive!!!,At office,Ha Noi,"Manager, Data Analyst, Database, ",
"System Engineer (Linux, MySQL)",CASTIS Corp,"700 - 1,200 USD",At office,Ha Noi,"System Engineer, Linux, MySQL, ",
Middle/Senior Software QC Engineer (Manual+Automation),MAXIMUS SOLUTION COMPANY LIMITED,You'll love it,At office,Ho Chi Minh,"QA QC, Python, Automation Test, ",
05 Senior Full-Stack Engineer (ReactJS/ HTML5/ CSS),Mycolor Việt Nam,"1,000 - 2,000 USD",At office,Ha Noi,"ReactJS, JavaScript, HTML5, ",
"[Remote] Project Manager of Web Dev (C#, ASP.NET)",VCAPTECH,"2,000 - 4,000 USD",Remote,Ho Chi Minh,"C#, Project Manager, ASP.NET, ",
Cyber Security Solution Engineer,Motorola Solutions,You'll love it,Hybrid,Ho Chi Minh,"Cloud, .NET, NodeJS, ",
02 Data Engineer (Machine Learning/Python),Home Credit Vietnam,You'll love it,At office,Ho Chi Minh,"Big Data, Python, Machine Learning, ",
Senior Devops/SRE - 3000$ Gross negotiable,Minswap,"2,500 - 3,000 USD",At office,Ha Noi,"DevOps, JavaScript, AWS, ",
Technical Leader (Java),"Esoft Vietnam., Ltd","2,500 - 3,000 USD",At office,Ha Noi,"Java, Automation Test, SQL, ",
"Mid/Sr JavaScript Developer (NodeJs,MySQL)",SELLER SUCCESS COMMERCE COMPANY LIMITED,"2,000 - 2,800 USD",At office,Ha Noi,"JavaScript, NodeJS, MySQL, ",
"Senior Full Stack Developer (NodeJS, Angular, ReactJS)",AlphaSphere,You'll love it,At office,Ho Chi Minh,"NodeJS, MongoDB, Angular, ","Career growth and development opportunities, Supportive culture with work-life balance, Competitive compensation and benefits, "
"Web Dev Fullstack (React, .NET, Python)",HICAS,"800 - 1,500 USD",Hybrid,Ha Noi - Ho Chi Minh,".NET, Product Manager, ",
Senior Frontend Developer (VueJS) - English required,"Rakuten Fintech Vietnam Co., Ltd.","1,000 - 3,200 USD",At office,Ho Chi Minh,"VueJS, TypeScript, HTML5, ",
Senior Java Developer (English Required) - Up to 3200$,"Rakuten Fintech Vietnam Co., Ltd.",Up to 3200$,At office,Ho Chi Minh,"Java, Spring, SQL, ","Attractive Salary and Benefits, Working & growing with Passionate & Talented Team, Award: MVP for excellent Department/members, "
"Senior Full Stack Engineer (.NET, JavaScript, English)",CoverGo,You'll love it,Hybrid,Ho Chi Minh,".NET, C#, JavaScript, ","Competitive Salary, Working on the latest tech for the insurtechmarket, International Environment, "
"Senior Full Stack Engineer (JAVA, React, English)",CoverGo,You'll love it,Hybrid,Ho Chi Minh,"Java, ReactJS, ","Competitive Salary, Working on the latest tech for the insurtechmarket, International Environment, "
"Senior Full Stack Engineer (Node.js, English)",CoverGo,You'll love it,Hybrid,Ho Chi Minh,"NodeJS, VueJS, TypeScript, ","Competitive Salary, Working on the latest tech for the insurtechmarket, International Environment, "
Mobile Software Engineer (React Native),Hubble Pte. Ltd,"1,000 - 3,000 USD",Hybrid,Ho Chi Minh,"React Native, iOS, Android, ",
Senior/ Lead Azure DevOps Engineer (Cloud),Logix Technology,From $2000 gross,At office,Ho Chi Minh,"Azure, Cloud, DevOps, ",
"PHP Developer (Pimcore, Symfony/Laravel, MySQL)",bbv Vietnam,You'll love it,Hybrid,Ho Chi Minh,"PHP, JavaScript, MySQL, ","13th salary + Loyalty bonus, Additional Heath Insurance, Attractive Net Salary Package, "
Nodejs Backend Developer,SSI Securities Corporation,You'll love it,At office,Ha Noi,"NodeJS, CSS, JavaScript, ",
DevOps Lead/ Senior DevOps Engineer (AWS),Collaboration Betters The World (CBTW),You'll love it,Hybrid,Ho Chi Minh,"DevOps, DevSecOps, ","In-depth knowledge sharing sessions, Flexible in-office and remote work arrangements, ISO 27001 certified, "
"Senior Full-Stack Developer (Node.js, Rust, ReactJS)",Surbana Technologies Pte. Ltd.,"1,000 - 2,900 USD",Hybrid,Ho Chi Minh,"Rust, NodeJS, ",
AI Principal Engineer/AI Lead/AI Project Manager,"DIGITAL MEDIA PROFESSIONALS VIETNAM CO.,LTD",You'll love it,At office,Ho Chi Minh,"AI, Team Leader, Project Manager, ","Attractive Salary; Bonus & Benefit, Flexible Work Environment, Interesting and challenging R&D Projects, "
Mid/Sr Scrum Master (1-Month Salary Sign-On Bonus),MTI TECHNOLOGY,Attractive salary,Hybrid,Ho Chi Minh,"Scrum, English, Agile, ","Environment applies standard Agile and Scrum., 3 days of WFH/week, 13th-month salary and Performance bonus, "
Mid Home Trading System Developer (Windows Desktop App),Daoukiwoom Innovation,"700 - 2,000 USD",At office,Ho Chi Minh,"JavaScript, C++, MVC, ","Full SHUI as Vietnamese Law, 15-day annual leave, Christmas leave, Premium Private Medical Insurance PVI, "
"Java Developer (Java 17+, Spring Boot)",bbv Vietnam,You'll love it,Hybrid,Ho Chi Minh,"Java, J2EE, Spring, ","Attractive Net Salary Package, Project & Loyalty Bonus, PTI Healthcare insurance, "
"Frontend Developer (JavaScript, HTML5, CSS, ReactJS)",CA ADVANCE VIETNAM,You'll love it,At office,Ho Chi Minh,"JavaScript, CSS, HTML5, ",
Urgent - Senior DevOps Engineer (AWS/GCP),PAVE,You'll love it,Hybrid,Ho Chi Minh,"DevOps, GCP, AWS, ",
Middle or Senior Java Developer,Smartee Vina,Up to $2500 usd (gross),At office,Ho Chi Minh,"Java, Database, DevOps, ","We truly value your thoughts and opinions, International and professional environment, Honest, Transparent, Open-minded, Respect, "
IOC Analyst (IT Support),CODE88 COMPANY LIMITED,Attractive!,Hybrid,Ho Chi Minh,"AWS, Linux, ","Very attractive salary package and Bonus, Overseas: Technical trainings and certifications, Global career opportunity, "
AWS DevOps Lead,TymeX,You'll love it,Hybrid,Ho Chi Minh,"DevOps, Cloud, AWS, ",
Project Coordinator (Jr. Project Manager/Scrum Master),Saigon Technology,Very attractive,Hybrid,Ho Chi Minh - Da Nang,"Project Manager, English, Manager, ",
Hybrid - Ruby On Rails Developer (Ruby/SQL),MEALSUITE,You'll love it,Hybrid,Ho Chi Minh,"Ruby on Rails, Ruby, SQL, ","Stock options, Vietnam labor law contract with full benefits., 13th month salary, "
TT CNTT - Senior Mobile Developer (Android/iOS),Viettel Group,You'll love it,At office,Ha Noi,"Flutter, Android, iOS, ",
Viettel Networks - UI/UX Designer,Viettel Group,You'll love it,At office,Ha Noi,"UI-UX, Designer, ","Dẫn đầu thị trường, Cơ hội thử thách và phát triển bản thân, Môi trường làm việc năng động, "
Viettel Networks - Manual Tester (QA QC / SQL),Viettel Group,You'll love it,At office,Ha Noi,"Tester, QA QC, SQL, ","Dẫn đầu thị trường, Cơ hội thử thách và phát triển bản thân, Môi trường làm việc năng động, "
Viettel Networks - Business Analyst Engineer (SQL),Viettel Group,You'll love it,At office,Ha Noi,"Business Analyst, Networking, SQL, ","Dẫn đầu thị trường, Cơ hội thử thách và phát triển bản thân, Môi trường làm việc năng động, "
"QA Tester (Customer Support, QA QC) Up to $1500",SEICO,Up to $1500,At office,Ha Noi,N/A,
"Product Manager (POS, Agile)",Buymed,Very attractive!!!,At office,Ho Chi Minh,"Product Manager, Product Owner, Agile, ",
Software Engineer - AI-Powered Solutions,BillEase,You'll love it,Hybrid,Ho Chi Minh,"Python, AI, ",
Backend Engineer (Go/Java/Python) - eKYC,Trusting Social,You'll love it,At office,Ho Chi Minh,"Golang, Database, SQL, ","Top Salary, Awesome Benefits, Premium healthcare for 3 members in family, Grab to work, Lunch allowance for all employee, "
"PHP Developer (Laravel, MySQL)",CUBICSTACK SOLUTIONS,"1,000 - 1,800 USD",At office,Ho Chi Minh,"PHP, Laravel, MySQL, ",
"Java Developer (Da Nang, HCMC)",mgm technology partners Vietnam,You will love it,Hybrid,Ho Chi Minh - Da Nang,"Java, Spring, ","Attractive Package, Private health care for family, Europe onsite opportunities, "
"SENIOR QUALITY CONTROL (QA QC, Tester)",Minswap,"1,200 - 1,600 USD",At office,Ha Noi,"QA QC, Automation Test, Tester, ",
"Senior .NET Developers (C#, Angular) - Up to $3000",CodeHQ,You'll love it,Hybrid,Ho Chi Minh,".NET, Angular, C#, ",
Senior iOS Engineer,Grab (Vietnam) Ltd.,You'll love it,At office,Ho Chi Minh,"iOS, Swift, ","13-month Salary, Performance Bonus, Stock Reward, Hybrid Work, Family-covered Healthcare, GrabFlex, Global & Large-scale Systems With Billion Of Data, "
Senior Business Analyst,Endava Việt Nam,You'll love it,Hybrid,Ho Chi Minh,"Business Analyst, Product Owner, Agile, ","Valuing our people with competitive compensation, Supporting our people’s health and wellbeing, Empowering our people to grow and thrive, "
Senior Power Apps Developer (Good English),Hitachi Digital Services,You'll love it,Hybrid,Ho Chi Minh - Da Nang - Ha Noi,"Sharepoint, English, Azure, ","International working environment, Competitive compensation package and benefits, Interacting with leading-edge technologies, "
Lead Software Engineer (ReactJS/.NET),Orient Software Development Corp.,You'll love it,Hybrid,Ho Chi Minh - Ha Noi - Da Nang,".NET, ReactJS, Team Leader, ","Attractive Package and Dedication bonus, Hybrid and flexible working environment, Working directly with Agile global teams, "
"Eclipse Plugin Developer (Java, SQL)",LG CNS Việt Nam,You'll love it,At office,Ha Noi,N/A,"Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
Middle/ Senior Application Engineer (PHP/Ruby),LIFULL Tech Vietnam,You'll love it,At office,Ho Chi Minh,"PHP, MySQL, Ruby, ","Health care insurance for official employees, MVP awards for excellent employees, Exciting team building activities, "
Junior Tester,Entetsu Việt Nam,Up to 15m,At office,Ha Noi,"Tester, QA QC, ","Môi trường khởi nghiệp đầy thử thách, Sẽ là thành viên nòng cốt của công ty lớn Nhật Bản, Chế độ đãi ngộ hàng đầu, "
Junior Front-End Developer(VueJS/NuxtJS),Entetsu Việt Nam,Up to 15m,At office,Ha Noi,"VueJS, CSS, JavaScript, ","Môi trường khởi nghiệp đầy thử thách, Sẽ là thành viên nòng cốt của công ty lớn Nhật Bản, Chế độ đãi ngộ hàng đầu, "
Mid-Senior Software Test Engineer (Manual & Automation),NAB Innovation Centre Vietnam,You'll love it,Hybrid,Ha Noi - Ho Chi Minh,"Automation Test, Tester, QA QC, ","Very competitive remuneration package, Build products for millions of users in Australia, Hybrid and flexible working environment, "
Unity Game Developer - MINTROCKET,NEXON DEV VINA,You'll love it,At office,Ho Chi Minh,N/A,"13th Month salary, work 5 days a week, Annual Company Trip, Quarterly team building, Premium health insurance, Support sport clubs, "
"Senior Frontend Developer (ReactJS, 4Y+)",VIETCAP SECURITIES JOINT STOCK COMPANY,You'll love it,At office,Ho Chi Minh,"ReactJS, CSS, HTML5, ",
"System Integration Engineer (REST, SOAP, XML, JSON)","NEYU Ltd.,",You'll love it,At office,Ha Noi,"System Engineer, ERP, JSON, ",
"Product Owner (Core Bank/Finance, Business Analyst)",F88,"2,000 - 4,000 USD",At office,Ha Noi,"Product Owner, Business Analyst, English, ",
"FullStack Developer (Python, Java, ReactJS)",APEC Group,"800 - 1,200 USD",At office,Ha Noi,"Python, Java, ReactJS, ",
"Power Platform/App Dev (Business Application, Data, AI)",Mắt Bão BPO,You'll love it,At office,Ho Chi Minh,"Business Intelligence, JSON, JavaScript, ",
Senior Frontend Developer (ReactJS/VueJS),"ANDPAD VietNam Co., Ltd",You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"ReactJS, VueJS, TypeScript, ","No.1 Construction Tech company in Japan, Hybrid working environment, Attractive salary and Macbook Pro, "
Game Server Engineer (Middle - Senior),Công ty TNHH Thankslab Việt Nam,You'll love it,At office,Ho Chi Minh,"PHP, NodeJS, Unity, ",
"Automotive Software Engineer (C++, OOP)",LG Electronics Development Vietnam (LGEDV),"650 - 2,500 USD",At office,Ha Noi,N/A,"Competitive salary & up-to 16-month income / year, Attractive allowances & benefits, Flexible working time with many company holidays, "
"Senior Frontend Developer (ReactJS, JavaScript) - 3000$",CÔNG TY TNHH GUIDE,"1,500 - 3,000 USD",Hybrid,Ho Chi Minh,"ReactJS, NextJS, JavaScript, ","Bảo hiểm chăm sóc sức khỏe PVI, Cơ hội làm việc tại Nhật, Công ty theo quy tắc “No Rules Rules”, "
Sr./Lead Software Engineer (Java/Python),M_Service (MoMo),You'll love it,At office,Ho Chi Minh,"Java, Python, ",
Mobile Developer,DIGIBANK SOLUTIONS,"1,000 - 3,000 USD",At office,Ha Noi - Da Nang,"React Native, Objective C, Java, ",
Backend Developer,DIGIBANK SOLUTIONS,"1,000 - 3,000 USD",At office,Ha Noi - Da Nang,"Java, Python, Golang, ",
Android App Developer (Java/Kotlin),CodeLink,You'll love it,Hybrid,Ho Chi Minh - Ha Noi - Da Nang,"Android, Kotlin, Java, ",
iOS App Developer (Swift/Objective-C),CodeLink,You'll love it,Hybrid,Ho Chi Minh - Da Nang - Ha Noi,"iOS, Swift, Objective C, ",
3 Product Owner (Junior/ Middle),Ahamove,"900 - 1,500 USD",At office,Ho Chi Minh,"Product Owner, Scrum, Agile, ",
DevOps Engineer,DIGIBANK SOLUTIONS,"1,000 - 3,000 USD",At office,Ha Noi - Da Nang,"DevOps, Linux, System Admin, ",
Senior Automation QA QC (Tester),TymeX,You'll love it,Hybrid,Ho Chi Minh,"QA QC, AWS, Agile, ",
"Senior Games Developer (JavaScript, Cocos)",HayHay Global,You'll love it,At office,Ha Noi,"Games, Cocos, JavaScript, ",
"Senior Monetization (IAA, IAP, Cloud, Unity, SQL)",HayHay Global,You'll love it,At office,Ha Noi,"Unity, SQL, Cloud, ",
Project Manager ( Agile ),Unisofts,"1,600 - 3,000 USD",At office,Ha Noi,"Project Manager, Agile, ","Thưởng thành tích hàng năm và lương tháng thứ 13, Bảo hiểm & chế độ đầy đủ, Trang thiết bị làm việc hiện đại, "
Java Developer ~45M Gross (No English Required),SoftRoad Việt Nam,You'll love it,At office,Ha Noi,"Java, Spring, SQL, ","Multinational working environment, Attractive salary, Top 1 System Reform professional company in Japan, "
Business Analyst,"Tri Nam Group Co.,JSC","600 - 1,200 USD",At office,Ha Noi,"Business Analyst, Jira, SQL, ","Môi trường làm việc lý tưởng, Đào tạo và phát triển, Quyền lợi ngập tràn, "
Manual Tester,"Tri Nam Group Co.,JSC","500 - 1,000 USD",At office,Ha Noi,"Tester, QA QC, MySQL, ","Môi trường làm việc lý tưởng, Đào tạo và phát triển, Quyền lợi ngập tràn, "
Solution Designer (Software Architect/Java),NAB Innovation Centre Vietnam,You'll love it,Hybrid,Ho Chi Minh,"Software Architect, Java, English, ","Very competitive remuneration package, Build products for millions of users in Australia, Hybrid and flexible working environment, "
Flutter Developer,WATA TECH,You'll love it,At office,Ho Chi Minh,"Flutter, Agile, ",
Business Analysis Leader (ERP),SEN VÀNG VIỆT NAM,You'll love it,At office,Ho Chi Minh,"Business Analyst, ERP, Team Leader, ",
"Middle/Senior QC Engineer (QA QC, Tester, iOS, Android)",Ahamove,"800 - 1,500 USD",At office,Ho Chi Minh,"QA QC, Tester, ",
Web Tester/ QC,Aviron,You'll love it,At office,Ho Chi Minh,"Tester, Agile, QA QC, ",
"Frontend ReactJS & NextJS (JavaScript, HTML5, CSS)",DGW Asia,You'll love it,At office,Da Nang,"ReactJS, JavaScript, NextJS, ",
"Frontend Developer (ReactJS, HTML5, JavaScript)- Hybrid",VeXeRe,"600 - 1,200 USD",Hybrid,Ho Chi Minh,"ReactJS, JavaScript, HTML5, ",
Senior Product Manager,LeapXpert,You'll love it,At office,Ho Chi Minh,"Product Manager, English, Product Owner, ",
Senior Data Analyst (Livestream Performance),Onpoint,You'll love it,At office,Ho Chi Minh,"SQL, Data Analyst, AWS, ",
Senior Front End (JavaScript),SHINHAN DS,"800 - 1,500 USD",At office,Ho Chi Minh,"JavaScript, HTML5, JSON, ",
"Application Developer (.Net, SQL, ReactJS)",Gene Solutions,You'll love it,At office,Ho Chi Minh,".NET, ReactJS, SQL, ",
Kỹ sư lập trình Golang,DICOM,You'll love it,At office,Ha Noi,N/A,
"Senior Expert, IT Architecture (Insurance industry exp)",Techcombank,You'll love it,At office,Ha Noi,"System Engineer, Cloud, Security, ",
"Senior Expert, IT Application (Insurance Industry Exp)",Techcombank,You'll love it,At office,Ha Noi,"System Admin, AI, System Engineer, ",
Java Developer (Senior/Lead),BE Solutions,You'll love it,At office,Ho Chi Minh - Others,"Java, PostgreSql, Spring Boot, ",
"Middle-Senior Web Application Developer (.Net, C#, ERP)",LINH LONG ELECTRONIC ENGINEERING,30.000.000 - 46.000.000,At office,Ho Chi Minh,"C#, JQuery, .NET, ",
"Fullstack (Python, AWS, VueJS)",Vietlink,"1,000 - 1,400 USD",At office,Ho Chi Minh,"Python, AWS, ",
Security Operations Center Team Leader (SOC),Mắt Bão BPO,"2,000 - 4,000 USD",At office,Ho Chi Minh,"Security, Azure, Team Leader, ",
Middle/Senior AI Engineer,Saigon Technology,You'll love it,Hybrid,Ho Chi Minh,"AI, Java, Python, ",
Cloud Solution (Microsoft Solution - Service Delivery),Mắt Bão BPO,You'll love it,At office,Ho Chi Minh,"Cloud, Python, Azure, ",
Senior ERP Business Analyst,SSI Securities Corporation,You'll love it,At office,Ha Noi,"Business Analyst, ERP, ",
Mobile App Developer (React Native/Flutter),CodeLink,You'll love it,Hybrid,Ho Chi Minh - Da Nang - Ha Noi,"Flutter, iOS, React Native, ",
Senior Ruby Engineer,Collaboration Betters The World - B.O.T,You'll love it,Hybrid,Ho Chi Minh,"Ruby on Rails, AWS, Ruby, ",
LowCode Development for Business Management App,ICD Vietnam,"700 - 1,400 USD",At office,Ho Chi Minh,"OutSystems, JavaScript, TypeScript, ",
Senior/ Lead Fullstack .NET Engineer,Logix Technology,You'll love it,At office,Ho Chi Minh,".NET, JavaScript, Team Leader, ",
"Middle to Senior Data Analyst (product, US Startup)",Flodesk,"1,500 - 3,500 USD",At office,Da Nang,"Data Analyst, SQL, Business Intelligence, ",
"Backend Developer (.NET, NodeJS)",Vietmap,"800 - 2,000 USD",At office,Ho Chi Minh,".NET, NodeJS, ",
Salesforce Technical Architect,Simpson Strong-Tie Vietnam,You'll love it,Hybrid,Ho Chi Minh,"Salesforce, English, ",
"3D Modeler Remote (Maya, Games)",Công ty TNHH Thankslab Việt Nam,You'll love it,Remote,Ho Chi Minh,"Games, English, Product Designer, ",
Application Support & Operations Specialist,VinFast,You'll love it,At office,Ha Noi,"SAP, MySQL, SQL, ",
"Junior Frontend Mobile Dev (Flutter, iOS, Android)",Công ty TNHH Anh Béo Hà Nội,You'll love it,At office,Ha Noi,"Flutter, Android, iOS, ",
"Project Manager (Agile, Scrum)",Công ty TNHH Anh Béo Hà Nội,You'll love it,At office,Ha Noi,"Project Manager, Agile, Manager, ",
Cyber Security Specialist (AI-Focused),TymeX,You'll love it,Hybrid,Ho Chi Minh,"AI, Java, Security, ",
Backend Dev (NodeJS/NestJS/Express/MySQL) Up to 40m,SAPP Academy,22 - 40m vnd,At office,Ha Noi,"NodeJS, NestJS, MySQL, ",
Chuyên viên Kiểm thử nghiệp vụ - Manual Tester,MB Bank,You'll love it,At office,Ha Noi,"Tester, English, Agile, ",
"Business Analyst (Project Manager, Agile)",MB Bank,"1,000 - 2,000 USD",At office,Ha Noi,"Business Analyst, Agile, Project Manager, ",
"Data Engineer (Python, SQL, Azure)",SAVILLS VIETNAM,You'll love it,At office,Ho Chi Minh,"Python, Azure, SQL, ",
Senior Business Analyst (English),Castalk,"1,000 - 2,500 USD",At office,Ha Noi,"Business Analyst, Project Manager, English, ",
"AI Team Leader (Python, Machine Learning, TensorFlow)",Designveloper (DSV),Up to $3000,At office,Ho Chi Minh,"Python, Machine Learning, AI, ",
Chuyên viên Hỗ trợ ứng dụng (OPN)-IT Application Suppor,MB Bank,You'll love it,At office,Ha Noi,"System Admin, IT Support, System Engineer, ",
"CV, CVCC Quản Trị Rủi Ro Công Nghệ- IT Risks Management",MB Bank,You'll love it,At office,Ha Noi,"Risk Management, SQL, Python, ",
"CV, CVCC Kiểm định Mô hình rủi ro-Risk Model Validation",MB Bank,You'll love it,At office,Ha Noi,"Data Science, English, Data Analyst, ",
CV Kiến trúc An toàn Thông tin - IT Security Architect,MB Bank,You'll love it,At office,Ha Noi,"Security, Solution Architect, Risk Management, ",
Chuyên viên Vận hành An toàn Thông tin,MB Bank,You'll love it,At office,Ha Noi,"Security, Networking, DevSecOps, ",
Chuyên viên Quản lý Máy chủ,MB Bank,You'll love it,At office,Ha Noi,"System Admin, System Engineer, Linux, ",
Senior Cloud Solution Architect (AWS),MEGAZONE,You'll love it,At office,Ha Noi,"AWS, Solution Architect, Cloud, ",
"Senior Python Developer (Python, JavaScript, SQL)",Golden Friend,You'll love it,At office,Ho Chi Minh,"Python, SQL, JavaScript, ",
"Vision Engineer (C++, C#, Python)",Koh Young Technology Inc,"800 - 2,000 USD",At office,Ha Noi,"C++, C#, Python, ",
Manager/Senior Project Manager (Japanese N2),NEC Vietnam,Negotiate,Hybrid,Ho Chi Minh,"Manager, Project Manager, Bridge Engineer, ",
Senior Software Developer (C/C++),SHINHAN DS,"700 - 1,800 USD",At office,Ho Chi Minh,"C++, C language, JavaScript, ",
"Product Designer Leader (UI-UX, Mobile Apps)",VUS,You'll love it,At office,Ho Chi Minh,"Product Designer, Team Leader, UI-UX, ",
Fintech Lead QA,Serdao,You'll love it,Hybrid,Ho Chi Minh,"QA QC, Tester, Team Leader, ",
Remote Senior DevOps Engineer,Fram,You'll love it,Remote,Ho Chi Minh - Da Nang,"DevOps, Cloud, ",
Senior/Principal Backend Engineer (Golang),GHN,You'll love it,At office,Ho Chi Minh,"Golang, NoSQL, Software Architect, ",
Senior QA Engineer,ELCA,You'll love it,Hybrid,Ho Chi Minh,"QA QC, Tester, Agile, ",
"Project Manager (Java, Chinese, English)",Công Ty TNHH Clever Creations Tech,"1,000 - 1,600 USD",At office,Ho Chi Minh,"Java, Spring, SQL, ",
UEM Engineer (SCCM & Intune) 1 year+,Hitachi Digital Services,You'll love it,At office,Ho Chi Minh - Da Nang - Ha Noi,N/A,
Senior Frontend Developer,Simpson Strong-Tie Vietnam,You'll love it,Hybrid,Ho Chi Minh,"ReactJS, English, ",
Back-End Engineer Expert (Java),FE CREDIT,"1,000 - 2,400 USD",At office,Ho Chi Minh,"Java, Database, AWS, ",
"Junior Backend Java Developer (Java, Spring)",CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,"800 - 1,000 USD",At office,Ha Noi,"Java, JavaScript, ",
".NET Devs (C#, ASP.NET) Up to $2000",R1 Concepts,"800 - 2,000 USD",At office,Ha Noi,".NET, SQL, C#, ",
"Gấp - Manager of QA ( Tester, QA QC)",ABBANK,"1,000 - 2,000 USD",At office,Ha Noi,"Tester, QA QC, ",
Web Frontend Engineer,Gear Games,You'll love it,At office,Ho Chi Minh,"NextJS, JavaScript, ",
"Senior Shopify Developer (PHP, JS, English)","CJ OLIVENETWORKS VINA CO., LTD","2,200 - 3,400 USD",At office,Ho Chi Minh,"Shopify, PHP, ReactJS, ",
"Backend Developer (NodeJS, English)",Fullerton Health,"700 - 2,300 USD",At office,Ho Chi Minh,"NodeJS, JavaScript, TypeScript, ",
Fullstack Developer (NodeJS/Python/MySQL/MVC),iArt Holdings,Upto $1300,At office,Ha Noi,"NodeJS, MySQL, MVC, ",
[Remote] Senior C++/Qt Developer - Up to 3000 USD,VCAPTECH,"1,500 - 3,000 USD",Remote,Ho Chi Minh,"C++, English, ",
ReactJS Developer (All levels),Saigon Technology,You'll love it,At office,Ho Chi Minh,"ReactJS, HTML5, JavaScript, ",
Chuyên viên phát triển/triển khai phần mềm (ERP),Avenue,You'll love it,At office,Ha Noi - Ho Chi Minh,"ERP, Python, Java, ",
Product Manager - Hệ thống ERP,CellphoneS,"1,300 - 2,500 USD",At office,Ho Chi Minh,"ERP, Product Manager, Product Owner, ",
IT Project Manager,MB Ageas Life,"1,500 - 2,500 USD",At office,Ha Noi,"Project Manager, Manager, Agile, ",
