web-scraper-order,web-scraper-start-url,links-href,Name,Brand,Prices,CPU,GPU,RAM,ROM,Screen,Weight,Os_sys
38,https://laptopaz.vn/laptop-moi.html,https://laptopaz.vn/new-100-lenovo-legion-y9000p-2024-core-i9-14900hx-32gb-1tb-rtx-4060-8gb-16quot-2k-240hz.html,"[New 100%] Lenovo Legion Y9000P 2024 (Core i9-14900HX, 32GB, 1TB, RTX 4060 8GB, 16"" 2K+ 240Hz)",Lenovo,37.890.000,"14th Generation Intel® Core i9-14900HX, 24C / 32T, P-core up to 5.8GHz, E-core up to 4.1GHz, 36MB Cache",NVIDIA GeForce RTX 4060 8GB GDDR6 (140W),32GB DDR5 5600MHz,1TB M.2 PCIe NVMe SSD,"16"" WQXGA (2560×1600) IPS 500nits Anti-glare, 100% sRGB, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light",2.53 kg,Windows b?n quy?n
39,https://laptopaz.vn/laptop-moi.html,https://laptopaz.vn/new-100-lenovo-loq-2024-15iax9-83gs001svn-core-i5-12450hx-12gb-512gb-rtx-2050-4gb-15.6quot-fhd-144hz.html,"[New 100%] Lenovo LOQ 2024 15IAX9 83GS001SVN (Core i5-12450HX, 12GB, 512GB, RTX 2050 4GB, 15.6"" FHD 144Hz)",Lenovo,17.490.000,"Intel® Core™ i5-12450HX (2.00GHz up to 4.40GHz, 12MB Cache)",NVIDIA® GeForce RTX™ 2050 4GB GDDR6,12GB DDR5 4800MHz (up to 32GB),512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6inch FHD (1920x1080) IPS 300nits Anti-glare, 100%sRGB, 144Hz",~2.4 kg,Windows 11 b?n quy?n
40,https://laptopaz.vn/laptop-moi.html,https://laptopaz.vn/new-100-dell-inspiron-16-7640-2-in-1-2024-core-ultra-7-155h-16gb-1tb-16.0quot-fhd-touch.html,"[New 100%] Dell Inspiron 16 7640 2-in-1 2024 (Core Ultra 7-155H, 16GB, 1TB, 16.0"" FHD+ Touch)",Dell,20.590.000,"Intel® Core™ Ultra 7 processor 155H (24MB cache, 16 cores, 22 threads, up to 4.8 GHz)",Intel® Arc™ graphics,16GB LPDDR5x 6400MHz,1TB M.2 PCIe NVMe Solid State Drive,16.0-inch 16:10 FHD+ (1920 x 1200) Touch 300nits WVA Display with ComfortView Plus Support,2.18 kg,Window 11 b?n quy?n
41,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-asus-tuf-gaming-a15-fa507nvr-lp091w-ryzen-7-7435hs-16gb-512gb-rtx-4060-8gb-15.6-fhd-ips-144hz.html,"[New 100%] Asus TUF Gaming A15 FA507NVR-LP091W (Ryzen 7-7435HS, 16GB, 512GB, RTX 4060 8GB, 15.6? FHD IPS 144Hz)",Asus,25.990.000,"AMD Ryzen™ 7-7435HS (3.10GHz up to 4.50GHz, 16MB Cache)",NVIDIA® GeForce RTX™ 4060 8GB GDDR6,"16GB DDR5-4800MHz SO-DIMM (2x SO-DIMM slot, t?i ?a 32GB)",512GB PCIe® 4.0 NVMe™ M.2 SSD,"15.6 inch FHD(1920 x 1080) 16:9 IPS, 250nit , 144Hz, Anti-glare display, 100%sRGB, 72% NTSC, G-Sync / Adaptive-Sync",2.2kg,Windows  b?n quy?n
42,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-dell-xps-13-9350-2025-ultra-7-256v-16gb-512gb-intel-arc-graphics-13.4-fhd-graphite.html,"[New 100%] Dell XPS 13 9350 2025 (Ultra 7 256V, 16GB, 512GB, Intel Arc Graphics, 13.4 FHD+ Graphite)",Dell,33.490.000,"Intel® Core™ Ultra 7 256V (12MB Cache, 8 cores, up to 4.8 GHz)",Intel® Arc™ Graphics,"16GB, LPDDR5X, 8533MT/s",512GB M.2 PCIe NVMe SSD,"13.4"", FHD+ 1920 x 1200, 30-120Hz, Non-Touch, Anti-Glare, 500 nit, EyeSafe, InfinityEdge",1.2 kg,Windows 11 b?n quy?n
43,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-loq-essential-15iax9e-83lk0036vn-core-i5-12450hx-12gb-512gb-rtx-3050-6gb-15.6quot-fhd-144hz.html,"[New 100%] Lenovo LOQ Essential 15IAX9E 83LK0036VN (Core i5-12450HX, 12GB, 512GB, RTX 3050 6GB, 15.6"" FHD 144Hz)",Lenovo,18.790.000,"Intel® Core™ i5-12450HX (2.00GHz up to 4.40GHz, 12MB Cache)",NVIDIA® GeForce RTX™ 3050 6GB GDDR6,12GB DDR5 4800Mhz,512GB SSD M.2 PCIe® 4.0x4 NVMe®,"15.6 inch, IPS, Full HD, 144Hz, 100% sRGB, 300 nits",~1.7 kg,Windows 11 b?n quy?n
44,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-asus-rog-zephyrus-g14-ga403uv-ryzen-9-8945hs-16gb-1tb-rtx-4060-14quot-3k-ips-120hz.html,"[New 100%] Asus ROG Zephyrus G14 GA403UV (Ryzen 9-8945HS, 16GB, 1TB, RTX 4060, 14"" 3K IPS 120Hz)",Asus,38.890.000,"AMD Ryzen 9 8945HS (4.0 Hz up to 5.2 Hz, 8 Cores, 16 Threads, 16MB Cache)",NVIDIA GeForce RTX 4060 8GB GDDR6,16GB 6400MHz LPDDR5X,SSD 1TB M2 PCIe NVMe,"OLED 3K 16:10 (2880 x 1800) 120Hz 0.2ms, 100% DCI-P3, màn hình bóng, G-Sync, ??t chu?n Pantone, ROG Nebula Display",1.50 kg,Windows b?n quy?n
45,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-thinkbook-14-g6-imh-intel-ultra-5-125h-32gb-1tb-intel-arc-graphics-14.5quot-3k-ips.html,"[New 100%] Lenovo Thinkbook 14 G6+ IMH (Intel Ultra 5 125H, 32GB, 1TB, Intel Arc Graphics, 14.5"" 3K IPS)",Lenovo,23.090.000,"Intel Core Ultra 5 125H (2.3 GHz up to 4.5 Hz, 14 Cores, 18 Threads, 18MB Cache)",Intel Arc Graphics,32GB LPDDR5x 6400MT/s,1TB SSD PCIe 4.0,14.5-inch 16:10 3K IPS LED backlit (3072X1920),1.5 kg,Windows 11 b?n quy?n
46,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/like-new-asus-tuf-f15-tuf506-core-i5-11400h-16gb-512gb-rtx-3050-15.6-fhd-144hz.html,"[Like New] Asus Tuf F15 TUF506 (Core i5-11400H, 16GB, 512GB, RTX 3050, 15.6? FHD 144Hz)",Asus,14.490.000,"Core i5 - 11400H (6 nhân, 12 lu?ng. turbo up to 4.5 GHz, 12MB cache)",NVIDIA® GeForce® RTX 3050 4GB GDDR5,16GB DDR4 3200MHz (2x SO-DIMM slot),512GB PCIE SSD,"15.6 inch FHD(1920 x 1080) IPS, Non-Glare, 144Hz AdaptiveSync,",2.3 kg,Windows 10 b?n quy?n
47,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-dell-inspiron-7440-plus-3808l-core-i7-13620h-16gb-1tb-intel-graphics-14quot-2k.html,"[New 100%] Dell Inspiron 7440 Plus 3808L (Core i7-13620H, 16GB, 1TB, Intel Graphics, 14"" 2K+)",Dell,18.790.000,"13th Generation Intel® Core™ i7-13620H (10 cores, 16Threads, 3.6GHz Up to 4.9GHz, 24 MB Intel® Smart Cache)",Intel Graphics,"16GB, LPDDR5 4800MHz","1 TB, M.2, PCIe NVMe, SSD","14.0"" 16:10 2.5K (2560 x 1600) 90Hz Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus",1.71 kg,Window 11 b?n quy?n
48,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-thinkbook-14-g8-2025-irl-intel-core-5-220h-16gb-1tb-intel-graphics-14.0quot-2k-ips-120hz.html,"[New 100%] Lenovo Thinkbook 14 G8 2025 IRL (Intel Core 5 220H, 16GB, 1TB, Intel Graphics, 14.0"" 2K+ IPS 120Hz)",Lenovo,18.990.000,"Intel Core 5 220H (3.7 GHz up to 4.9 Hz, 12 Cores, 16 Threads, 18MB Cache)",Intel Graphics,16GB DDR5 5600 MHz ( up to 64GB),1TB SSD PCIe 4.0,"14 inch 2.8K (2880 x 1800), IPS, 16:10, 100% sRGB, 120Hz",1.42 kg,Windows 11 b?n quy?n
49,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-asus-vivobook-s-14-q423sa-u5512-core-ultra-5-226v-16gb-512gb-intel-arc-graphics-14.0quot-fhd-oled.html,"[New 100%] Asus Vivobook S 14 Q423SA-U5512 (Core Ultra 5 226V, 16GB, 512GB, Intel Arc Graphics, 14.0"" FHD+ OLED)",Asus,18.490.000,"Intel® Core™ Ultra 5 226V (2.10GHz up to 4.50GHz, 8MB Cache)",Intel® Arc™ Graphics,16GB LPDDR5X,512GB M.2 NVMe™ PCIe® 4.0 SSD,"14.0inch FHD+ (1920 x 1200) OLED 16:10, 60Hz",1.30 kg,Windows 11 b?n quy?n
50,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-asus-zenbook-14-ux3405-core-ultra-9-285h-32gb-1tb-14quot-3k-oled.html,"[New 100%] Asus Zenbook 14 UX3405 (Core Ultra 9 285H, 32GB, 1TB, 14"" 3K OLED)",Asus,28.890.000,"Intel Core Ultra 9-285H (2.3 GHz up to 5.4 GHz, 16 cores, 16 Threads)",Intel® Arc™ Graphics,32GB LPDDR5X 7467MHz on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,"14"" 3K (2880 x 1800) OLED 16:10 LED 400nits/550 HDR 120Hz",1.2 kg,Windows 11 b?n quy?n
51,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/like-new-hp-envy-x360-2-in-1-14-fa0013dx-2024-ryzen-5-8640hs-16gb-512gb-14quot-fhd-touch.html,"[Like New] HP Envy x360 2-in-1 14-fa0013dx 2024 (Ryzen 5 8640HS, 16GB, 512GB, 14"" FHD+ Touch)",HP,13.990.000,"AMD Ryzen™ 5 8640HS (up to 4.9 GHz, 16 MB L3 cache, 6 cores, 12 threads)",AMD Radeon™ Graphics,16GB LPDDR5 6400MHz,512 GB PCIe® NVMe™ M.2 SSD,"14"" diagonal, FHD+ (1920 x 1200), multitouch-enabled, IPS, edge-to-edge glass, micro-edge 300 nits",1.39kg,Windows 11 b?n quy?n
52,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-outtet-lenovo-slim-pro-9-core-i9-13905h-32gb-1tb-rtx-4050-6gb-16quot-3k-mini-led.html,"[New Outlet] Lenovo Slim Pro 9 (Core i9-13905H, 32GB, 1TB, RTX 4050 6GB, 16"" 3K+ Mini LED)",Lenovo,31.890.000,"13th Generation Intel® Core™ i9-13905H Processor (E-Core Max 4.10 GHz, P-Core Max 5.40 GHz with Turbo Boost, 14 Cores, 20 Threads, 24 MB Cache)","NVIDIA® GeForce RTX™ 4060 Laptop GPU  8 GB GDDR6 VRAM; Up to 1890 MHz Boost Clock, Up to 100W TGP",32GB LPDDR5X 6400MHz,1TB PCIe Gen 4 M.2,"16? 3.2K (3200 x 2000) 1200 nits, 16:10 aspect ratio, 165Hz, PureSight Pro MiniLED, Delta E<1, 100% sRGB, 100% P3, 100% Adobe RGB, Dolby Vision®, TÜV Low Blue Light Certification+, Eyesafe Certification, Glass, touchscreen",2.23kg,Windows 11 b?n quy?n
53,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/like-new-lenovo-slim-pro-9-core-i9-13905h-32gb-1tb-rtx-4050-6gb-16quot-3k-mini-led.html,"[Like New] Lenovo Slim Pro 9 (Core i9-13905H, 32GB, 1TB, RTX 4050 6GB, 16"" 3K+ Mini LED)",Lenovo,30.490.000,"13th Generation Intel® Core™ i9-13905H Processor (E-Core Max 4.10 GHz, P-Core Max 5.40 GHz with Turbo Boost, 14 Cores, 20 Threads, 24 MB Cache)","NVIDIA® GeForce RTX™ 4060 Laptop GPU  8 GB GDDR6 VRAM; Up to 1890 MHz Boost Clock, Up to 100W TGP",32GB LPDDR5X 6400MHz,1TB PCIe Gen 4 M.2,"16? 3.2K (3200 x 2000) 1200 nits, 16:10 aspect ratio, 165Hz, PureSight Pro MiniLED, Delta E<1, 100% sRGB, 100% P3, 100% Adobe RGB, Dolby Vision®, TÜV Low Blue Light Certification+, Eyesafe Certification, Glass, touchscreen",2.23kg,Windows 11 b?n quy?n
54,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-loq-15irx9-83dv00ugvn-core-i7-13650hx-24gb-512gb-rtx-4050-6gb-15.6quot-fhd-144hz.html,"[New 100%] Lenovo LOQ 15IRX9 83DV00UGVN (Core i7-13650HX, 24GB, 512GB, RTX 4050 6GB, 15.6"" FHD 144Hz)",Lenovo,29.490.000,"Intel core i7-13650HX (1.9 GHz up to 4.9 Hz, 14 Cores, 20 Threads, 24MB Cache)",NVIDIA® GeForce RTX™ 4050 6GB GDDR6,24GB DDR5 4800 SODIMM,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6inch FHD (1920x1080) IPS 300nits Anti-glare, 100%sRGB, 144Hz",~2.4 kg,Windows 11 b?n quy?n
55,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-thinkbook-14-g7-2025-akp-ryzen-ai-7-h-350-32gb-1tb-14.5quot-3k-120hz.html,"[New 100%] Lenovo Thinkbook 14 G7+ 2025 AKP (Ryzen AI 7 H 350, 32GB, 1TB, 14.5"" 3K 120Hz)",Lenovo,22.890.000,"Ryzen AI 7 H 350 (2 GHz up to 5 GHz, 8 Cores, 16 Threads, 24MB Cache)",AMD Radeon 860M,32GB LPDDR5x-8000 MHz (không nâng c?p ???c ram),1TB PCIe NVMe M.2 SSD gen 4,"14.5 inches, 3K (3072x19200) IPS, 16:10, ?? ph? màu 100% sRGB, ~500 nits, 120Hz",1.5 kg,Windows 11 b?n quy?n
56,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-thinkbook-16-g7-2025-akp-ryzen-ai-7-h-350-32gb-1tb-16.0quot-3k-165hz.html,"[New 100%] Lenovo ThinkBook 16 G7+ 2025 AKP (Ryzen AI 7 H 350, 32GB, 1TB, 16.0"" 3K+ 165Hz)",Lenovo,23.490.000,"AMD Ryzen™ AI 7 H 350 (8 nhân - 16 lu?ng, 2 Ghz - 5.0 Ghz, 16MB Cache)",AMD Radeon 860M,32GB LPDDR5x 8000MT/s,1TB M.2 NVME,"16 inch, 16:10, 3.2K, IPS, 100% sRGB, 100% DCI-P3, 165Hz, 500 nits",1.9 kg,Windows 11 b?n quy?n
57,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-loq-essential-15iax9e-83lk0001us-core-i5-12450hx-8gb-512gb-rtx-2050-4gb-15.6quot-fhd-144hz.html,"[New 100%] Lenovo LOQ Essential 15IAX9E 83LK0001US (Core i5-12450HX, 8GB, 512GB, RTX 2050 4GB, 15.6"" FHD 144Hz)",Lenovo,16.390.000,"Intel® Core™ i5-12450HX (2.00GHz up to 4.40GHz, 12MB Cache)",NVIDIA® GeForce RTX™ 2050 4GB GDDR6,8GB DDR5 4800Mhz,512GB SSD M.2 PCIe® 4.0x4 NVMe®,"15.6 inch, IPS, Full HD, 144Hz, 100% sRGB, 300 nits",~1.7 kg,Windows 11 b?n quy?n
58,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-thinkbook-x-ai-00cd-2025-ultra-9-285h-32gb-1tb-intel-arc-graphics-13.5quot-2k-120hz-touch.html,"[New 100%] Lenovo Thinkbook X AI 00CD 2025 (Ultra 9 285H, 32GB, 1TB, Intel Arc Graphics, 13.5"" 2K+ 120Hz Touch)",Lenovo,32.890.000,"ntel® Core™ Ultra 9 285H (16 nhân - 16 lu?ng, xung nh?p t?i ?a 5.4GHz, 24MB Cache)",Intel® Arc™ 140T,32GB LPDDR5x 8400MHz,1TB PCIe NVMe M.2 SSD gen 4,"13.5 inch, 2.8K (2880x1920), IPS, màn g??ng - c?m ?ng, 500 nits, 120Hz, 100% sRGB",1.23 kg,Windows 11 b?n quy?n
59,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/like-new-dell-inspiron-14-plus-7430-core-i7-13620h-16gb-1tb-intel-graphics-14quot-2.5k.html,"[Like New] Dell Inspiron 14 Plus 7430 (Core i7-13620H, 16GB, 1TB, Intel Graphics, 14"" 2.5K)",Dell,16.890.000,"13th Generation Intel® Core™ i7-13620H (10 cores, 16Threads, 3.6GHz Up to 4.9GHz, 24 MB Intel® Smart Cache)",Intel® Graphics,"16GB, LPDDR5 4800MHz","1 TB, M.2, PCIe NVMe, SSD","14.0"" 16:10 2.5K (2560 x 1600) 90Hz Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus",1.66 kg,Windows 11 b?n quy?n
60,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-dell-inspiron-14-5430-core-i5-1340p-16gb-1tb-iris-xe-graphics-14quot-2.5k.html,"[New 100%] Dell Inspiron 14 5430 (Core i5-1340P, 16GB, 1TB, Iris Xe Graphics, 14"" 2.5K)",Dell,15.890.000,"Intel core i5-1340P (12 cores, 16 Threads, up to 4.6GHz, 12MB cache)",Intel Iris Xe Graphics,16GB LPDDR5,SSD 1TB M.2 NVMe,"14"" 2.5K+  16:10",1.55 kg,Window 11 b?n quy?n
61,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-thinkbook-14-g7-2025-ultra-5-225h-32gb-1tb-14.5quot-3k-120hz.html,"[New 100%] Lenovo Thinkbook 14 G7+ 2025 (Ultra 5 225H, 32GB, 1TB, 14.5"" 3K 120Hz)",Lenovo,23.290.000,"Intel® Core™ Ultra 5 225H (14 nhân 14 lu?ng, xung nh?p t?i ?a có th? ??t P-core 4.9GHz / E-core 4.3GHz, 18 MB Intel® Smart Cache) Intel AI Boost",Intel® Arc™ 130T,32GB LPDDR5x 8533MHz (không h? tr? nâng c?p),1TB PCIe® NVMe™ M.2 SSD gen 4,"14.5"" 3K (3072×1920) IPS, 16:10, 1200:1, 500nits, 120Hz, 100% DCI-P3, DeltaE <1, Dolby® Vison, TÜV Low Blue Light.",1.5 kg,Windows 11 b?n quy?n
62,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/dell-inspiron-15-7501-core-i5-10300h-8gb-256gb-intel-uhd-graphics-15.6-fhd.html,"[New 100%] Dell Inspiron 15 7501 (Core i5-10300H, 8GB, 256GB, Intel UHD Graphics, 15.6'' FHD)",Dell,17.390.000,Intel® Core™ i5-10300H Processor,Intel® UHD Graphics,8GB DDR4 3200MHz,SSD 256GB PCIe M.2 NVMe,"15.6-inch, FHD 1920 x 1080, 60 Hz, anti-glare, non-touch, 95%sRGB, 300 nits, wide-viewing angle",1.8kg,Windows 10 b?n quy?n
63,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/moi-99-laptop-gaming-acer-nitro-5-2021-an515-57-79td-core-i7-11800h-8gb-512gb-rtx3050ti-15.6-fhd-ips-144hz.html,"[M?i 99%] Laptop Gaming Acer Nitro 5 2021 AN515-57-79TD (Core i7 - 11800H, 8GB, 512GB, RTX3050Ti, 15.6'' FHD IPS 144Hz)",Laptop,15.790.000,Core i7 - 11800H,Geforce RTX 3050Ti 4GB,8GB DDR4 Bus 3200MHz,"512GB SSD NVMe
+ 1 Khe M.2 NVMe

+ 1 Khe 2,5 inchs Sata",15.6'' FHD IPS 144Hz,~2.3 kg,Windows 11 b?n quy?n
64,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-thinkbook-16-g6-2024-intel-ultra-5-125h-32gb-1tb-intel-arc-graphics-16.0quot-2.5k-ips-120hz.html,"[New 100%] Lenovo Thinkbook 16 G6+ 2024 (Intel Ultra 5 125H, 32GB, 1TB, Intel Arc Graphics, 16.0"" 2.5K IPS 120Hz)",Lenovo,22.090.000,"Intel Core Ultra 5 125H (2.3 GHz up to 4.5 Hz, 14 Cores, 18 Threads, 18MB Cache)",Intel Arc Graphics,32GB DDR5 5600MHz,1TB SSD PCIe 4.0,"16,0 inch 2.5K, LED, 120Hz, 100% sRGB",1.9 kg,Windows 11 b?n quy?n
65,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-hp-envy-x360-2-in-1-14-fa0013dx-2024-ryzen-5-8640hs-16gb-512gb-14quot-fhd-touch.html,"[New 100%] HP Envy x360 2-in-1 14-fa0013dx 2024 (Ryzen 5 8640HS, 16GB, 512GB, 14"" FHD+ Touch)",HP,15.990.000,"AMD Ryzen™ 5 8640HS (up to 4.9 GHz, 16 MB L3 cache, 6 cores, 12 threads)",AMD Radeon™ Graphics,16GB LPDDR5 6400MHz,512 GB PCIe® NVMe™ M.2 SSD,"14"" diagonal, FHD+ (1920 x 1200), multitouch-enabled, IPS, edge-to-edge glass, micro-edge 300 nits",1.39kg,Windows 11 b?n quy?n
66,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-outlet-dell-inspiron-7640-plus-2024-intel-core-ultra-7-155h-32gb-1tb-intel-arc-graphics-16quot-fhd-touch.html,"[New Outlet] Dell Inspiron 7640 Plus 2024 (Intel Core Ultra 7 155H, 32GB, 1TB, Intel Arc Graphics, 16"" FHD+ Touch)",Dell,22.990.000,"Intel® Core™ Ultra 7 processor 155H (24MB cache, 16 cores, 22 threads, up to 4.8 GHz)",Intel Arc Graphics,"32GB, 2x16GB, DDR5, 5600MT/s",1TB M.2 PCIe NVMe Solid State Drive,16'' FHD+(1920x1200) Anti-Glare Touch 300nits WVA Display w/ ComfortView Plus Support,1.9 kg,Window 11 b?n quy?n
67,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/like-new-lenovo-legion-y9000p-2024-core-i9-14900hx-32gb-1tb-rtx-4060-8gb-16quot-2k-240hz.html,"[Like New] Lenovo Legion Y9000P 2024 (Core i9-14900HX, 32GB, 1TB, RTX 4060 8GB, 16"" 2K+ 240Hz)",Lenovo,35.890.000,"14th Generation Intel® Core i9-14900HX, 24C / 32T, P-core up to 5.8GHz, E-core up to 4.1GHz, 36MB Cache",NVIDIA GeForce RTX 4060 8GB GDDR6 (140W),32GB DDR5 5600MHz,1TB M.2 PCIe NVMe SSD,"16"" WQXGA (2560×1600) IPS 500nits Anti-glare, 100% sRGB, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light",2.53 kg,Windows b?n quy?n
68,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/like-new-lenovo-slim-7-pro-x-ryzen-9-6900hs-32gb-1tb-rtx-3050-4gb-14.5-3k-touch.html,"[Like New] Lenovo Slim 7 Pro X (Ryzen 9 6900HS, 32GB, 1TB, RTX 3050 4GB, 14.5'' 3K Touch)",Lenovo,18.990.000,"Ryzen 9 6900HS (3.3 GHz up to 4.9 GHz, 8 Cores, 16 Threads, 16MB Cache)",NVIDIA GeForce RTX 3050 4GB GDDR6,32GB LPDDR5-6400MHz,SSD 1TB M.2 NVMe,"14.5 inch 3K (3072x1920) IPS 400 nits Glossy, 100% sRGB, 120Hz,",1.45 kg,Windows 11 b?n quy?n
69,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-outlet-dell-inspiron-14-plus-7430-core-i7-13620h-16gb-1tb-intel-graphics-14quot-2.5k.html,"[New Outlet] Dell Inspiron 14 Plus 7430 (Core i7-13620H, 16GB, 1TB, Intel Graphics, 14"" 2.5K)",Dell,17.690.000,"13th Generation Intel® Core™ i7-13620H (10 cores, 16Threads, 3.6GHz Up to 4.9GHz, 24 MB Intel® Smart Cache)",Intel® Graphics,"16GB, LPDDR5 4800MHz","1 TB, M.2, PCIe NVMe, SSD","14.0"" 16:10 2.5K (2560 x 1600) 90Hz Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus",1.66 kg,Windows 11 b?n quy?n
70,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-legion-y7000p-2024-core-i7-14650hx-16gb-1tb-rtx-4050-6gb-16-2k-165hz.html,"[New 100%] Lenovo Legion Y7000P 2024 (Core i7-14650HX, 16GB, 1TB, RTX 4050 6GB, 16'' 2K+ 165Hz)",Lenovo,27.990.000,"14th Generation Intel® Core™ i7-14650HX, 16C (8P + 8E) / 24T, P-core up to 5.2GHz, E-core up to 3.7GHz, 30MB Cache",NVIDIA Geforce RTX 4050 6GB GDDR6,16 GB DDR5,1TB PCIe NVMe M.2 SSD Gen 4,"16"" WQXGA (2560x1600) IPS, non-touch, 16:10, 350nits, 165Hz, 100% sRGB, Dolby Vision, AMD FreeSync Premium, NVidia G-Sync, DC dimmer",2.3 kg,Windows b?n quy?n
71,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/new-100-lenovo-thinkbook-16-g6-2024-intel-ultra-5-125h-16gb-512gb-intel-arc-graphics-16.0quot-2.5k-ips-120hz.html,"[New 100%] Lenovo Thinkbook 16 G6+ 2024 (Intel Ultra 5 125H, 16GB, 512GB, Intel Arc Graphics, 16.0"" 2.5K IPS 120Hz)",Lenovo,21.290.000,"Intel Core Ultra 5 125H (2.3 GHz up to 4.5 Hz, 14 Cores, 18 Threads, 18MB Cache)",Intel Arc Graphics,16GB DDR5 5600MHz,512GB SSD PCIe 4.0,"16,0 inch 2.5K, LED, 120Hz, 100% sRGB",1.9 kg,Windows 11 b?n quy?n
72,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/moi-100-dell-inspiron-plus-7620-core-i7-12700h-16gb-512gb-iris-xe-16-3k.html,"[New 100%] Dell Inspiron Plus 7620 (Core i7-12700H, 16GB, 512GB, Iris Xe, 16'' 3K)",Dell,26.890.000,"12th Generation Intel® Core™ i7-12700H (24MB Cache, up to 4.7 GHz, 14 cores)",Iris Xe,"16 GB, DDR5, 4800 MHz","512 GB, M.2, PCIe NVMe, SSD",16.0-inch 16:10 3K (3072x1920) Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus Support,2 kg,Windows 11 b?n quy?n
73,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/dell-gaming-g16-7620-intel-core-i7-12700h-16gb-1tb-rtx-3060-6gb-16quot-qhd-165hz-ips.html,"[New 100%] Dell Gaming G16 7620 (Core i7-12700H, 16GB, 1TB, RTX 3060 6GB, 16"" 2K+ 165Hz IPS)",Dell,,"Intel Core i7-12700H 14 nhân, 20 lu?ng (up to 4.7 GHz, 24MB Cache)",NVIDIA GeForce RTX 3060 6GB GDDR6 (140W),16GB DDR5 4800Mhz,SSD M.2 NMVe 1TB,"16"" QHD+ 165Hz, 335 nits, 99% sRGB",2.65 kg,Windows 11
74,https://laptopaz.vn/laptop-moi.html?page=2,https://laptopaz.vn/dell-gaming-g16-7630-2023-core-i9-13900hx-16gb-1tb-rtx-4060-8g-16quot-qhd-240hz.html,"[New 100%] Dell Gaming G16 7630 2023 (Core i9-13900HX, 16GB, 1TB, RTX 4060 8GB, 16"" 2K+ 240Hz)",Dell,39.890.000,"Intel Core i9-13900HX (24 Cores, 32 Threads, P-core up to 5.4GHz, E-core up to 3.9GHz, 36MB Cache)",NVIDIA GeForce RTX 4060 8GB GDDR6 (140W),16GB DDR5 4800Mhz,SSD M.2 NMVe 1TB,"16"" QHD (2560×1600) WVA, 240Hz, DCI-P3 100%",2.65 kg,Windows 11
